Crypto,Date,Time - 24 Hour Format,Time - 12 Hour Format,volume,open,Close Minus Open,Adj Close Minus Open,Close Minus Adj Close,High Minus Open,High Minus Close,High Minus Adj Close,High Minus Low,close,adj_close,high,low,Trade Impact
TROY-USD,21-05-2024,00:00:00,12:00 AM,3285738,0.002419,4.30E-05,4.30E-05,0,8.20E-05,3.90E-05,3.90E-05,0.000109,0.002462,0.002462,0.002501,0.002392,Negative Impact
SNIFT-USD,29-12-2024,00:00:00,12:00 AM,1753064,0.041735001,-0.006702002,-0.006702002,0,4.70E-05,0.006749,0.006749,0.009059001,0.035032999,0.035032999,0.041781999,0.032722998,Negative Impact
PORNROCKET-USD,10-09-2021,00:00:00,12:00 AM,1244046,0,0,0,0,0,0,0,0,0,0,0,0,No Impact
EURS-USD,05-09-2020,00:00:00,12:00 AM,741784,1.174682975,-0.006547928,-0.006547928,0,0.006044984,0.012592912,0.012592912,0.022763014,1.168135047,1.168135047,1.180727959,1.157964945,Negative Impact
AVI27642-USD,06-09-2023,00:00:00,12:00 AM,52053,0.00011,-4.70E-05,-4.70E-05,0,0,4.70E-05,4.70E-05,5.10E-05,6.30E-05,6.30E-05,0.00011,5.90E-05,Negative Impact
BONK-USD,24-12-2024,00:00:00,12:00 AM,290444088,3.20E-05,1.00E-06,1.00E-06,0,2.00E-06,1.00E-06,1.00E-06,3.00E-06,3.30E-05,3.30E-05,3.40E-05,3.10E-05,Negative Impact
5IRE-USD,02-05-2024,00:00:00,12:00 AM,1502480,0.085153997,-0.000754997,-0.000754997,0,0.002867006,0.003622003,0.003622003,0.006082006,0.084399,0.084399,0.088021003,0.081938997,Negative Impact
JOY-USD,12-11-2022,00:00:00,12:00 AM,211093892,375.3280494,0,0,0,0,0,0,0,375.659451,375.627867,400.8335999,365.791182,No Impact
UOS-USD,14-08-2023,00:00:00,12:00 AM,880267,0.181912005,-0.001478001,-0.001478001,0,0.000807002,0.002285004,0.002285004,0.003132001,0.180434003,0.180434003,0.182719007,0.179587007,Negative Impact
EOS-USD,16-10-2023,00:00:00,12:00 AM,68019484,0.547396004,0.011017025,0.011017025,0,0.021893978,0.010876954,0.010876954,0.022044003,0.558413029,0.558413029,0.569289982,0.547245979,Positive Impact
SYS-USD,23-12-2017,00:00:00,12:00 AM,12291700,0.513651013,0.078472972,0.078472972,0,0.164689958,0.086216986,0.086216986,0.181744963,0.592123985,0.592123985,0.678340971,0.496596009,Positive Impact
RWA-USD,09-10-2024,00:00:00,12:00 AM,23319,0.046045002,-0.001158003,-0.001158003,0,0.000337999,0.001496002,0.001496002,0.001677003,0.044886999,0.044886999,0.046383001,0.044705998,Negative Impact
ZCX-USD,21-01-2023,00:00:00,12:00 AM,1280932,0.103329003,0.002395995,0.002395995,0,0.011405997,0.009010002,0.009010002,0.014893003,0.105724998,0.105724998,0.114735,0.099841997,Positive Impact
TFUEL-USD,03-11-2021,00:00:00,12:00 AM,63298213,0.360563993,0.013325006,0.013325006,0,0.014461011,0.001136005,0.001136005,0.025286019,0.373888999,0.373888999,0.375025004,0.349738985,Positive Impact
COS-USD,24-06-2024,00:00:00,12:00 AM,5492933,0.008187,0.000270001,0.000270001,0,0.000309001,3.90E-05,3.90E-05,0.000605,0.008457,0.008457,0.008496,0.007891,Positive Impact
DGB-USD,18-03-2021,00:00:00,12:00 AM,65856376,0.069660999,-0.001191996,-0.001191996,0,0.004586004,0.005778,0.005778,0.006765001,0.068469003,0.068469003,0.074247003,0.067482002,Negative Impact
WRSETH-USD,30-09-2024,00:00:00,12:00 AM,63211,2721.864502,-59.54223633,-59.54223633,0,0.092041016,59.63427734,59.63427734,76.94384766,2662.322266,2662.322266,2721.956543,2645.012695,Negative Impact
CHEEL-USD,03-05-2023,00:00:00,12:00 AM,2100766,8.975642204,-0.013706207,-0.013706207,0,0.245264053,0.258970261,0.258970261,0.488438606,8.961935997,8.961935997,9.220906258,8.732467651,Negative Impact
BTS-USD,01-07-2020,00:00:00,12:00 AM,6167511,0.023062,-0.000351001,-0.000351001,0,9.10E-05,0.000442,0.000442,0.000628,0.022710999,0.022710999,0.023153,0.022524999,Negative Impact
SWCH-USD,03-02-2024,00:00:00,12:00 AM,1304220,0.616972983,0.009940028,0.009940028,0,0.023494005,0.013553977,0.013553977,0.023494005,0.626913011,0.626913011,0.640466988,0.616972983,Positive Impact
WAN-USD,04-03-2021,00:00:00,12:00 AM,4916409,0.836355984,-0.039206982,-0.039206982,0,0.019733012,0.058939993,0.058939993,0.08751601,0.797149003,0.797149003,0.856088996,0.768572986,Negative Impact
MAPO-USD,13-02-2025,00:00:00,12:00 AM,1212867,0.007665,-0.000285,-0.000285,0,7.00E-05,0.000355,0.000355,0.000434,0.00738,0.00738,0.007735,0.007301,Negative Impact
TOKEN28299-USD,22-01-2025,00:00:00,12:00 AM,6160138,0.040732,-0.002549998,-0.002549998,0,0.000374999,0.002924997,0.002924997,0.002946001,0.038182002,0.038182002,0.041106999,0.038160998,Negative Impact
LA-USD,04-02-2021,00:00:00,12:00 AM,96331,0.035870999,-0.001842998,-0.001842998,0,0.001763001,0.003605999,0.003605999,0.004454002,0.034028001,0.034028001,0.037634,0.033179998,Negative Impact
SOLO-USD,26-03-2024,00:00:00,12:00 AM,2048486,0.163753003,-0.010647997,-0.010647997,0,0.002171993,0.012819991,0.012819991,0.014780998,0.153105006,0.153105006,0.165924996,0.151143998,Negative Impact
MKR-USD,01-08-2020,00:00:00,12:00 AM,18016912,557.3378906,34.68469238,34.68469238,0,39.1239624,4.43927002,4.43927002,42.79315186,592.022583,592.022583,596.461853,553.6687012,Positive Impact
TIA-USD,02-02-2024,00:00:00,12:00 AM,19442,0.014247,0.000154,0.000154,0,0.000277,0.000123,0.000123,0.000413,0.014401,0.014401,0.014524,0.014111,Positive Impact
MPL-USD,02-10-2023,00:00:00,12:00 AM,219778,5.639131069,-0.018758297,-0.018758297,0,0.021355152,0.040113449,0.040113449,0.040495396,5.620372772,5.620372772,5.660486221,5.619990826,Negative Impact
MTRG-USD,23-03-2022,00:00:00,12:00 AM,741407,1.383978963,0.010908008,0.010908008,0,0.038905025,0.027997017,0.027997017,0.08089602,1.394886971,1.394886971,1.422883987,1.341987967,Positive Impact
WNK-USD,06-11-2022,00:00:00,12:00 AM,62470,0.001858,-8.20E-05,-8.20E-05,0,1.70E-05,9.90E-05,9.90E-05,0.000101,0.001776,0.001776,0.001875,0.001774,Negative Impact
FIDA-USD,07-01-2024,00:00:00,12:00 AM,10578693,0.276814014,0.008925974,0.008925974,0,0.030700982,0.021775007,0.021775007,0.032141984,0.285739988,0.285739988,0.307514995,0.275373012,Positive Impact
BTCB-USD,10-11-2020,00:00:00,12:00 AM,9464,18500.91602,159.6855469,159.6855469,0,770.9179688,611.2324219,611.2324219,990.0742188,18660.60156,18660.60156,19271.83398,18281.75977,Positive Impact
AIT28882-USD,24-02-2025,00:00:00,12:00 AM,69011,0.030995,-0.005046001,-0.005046001,0,2.30E-05,0.005069001,0.005069001,0.005070001,0.025948999,0.025948999,0.031018,0.025947999,Negative Impact
ZRX-USD,18-08-2020,00:00:00,12:00 AM,114627323,0.561060011,0.007004976,0.007004976,0,0.046696007,0.039691031,0.039691031,0.067086995,0.568064988,0.568064988,0.607756019,0.540669024,Positive Impact
SD-USD,25-03-2022,00:00:00,12:00 AM,564,0.000796,-1.00E-05,-1.00E-05,0,1.20E-05,2.20E-05,2.20E-05,2.80E-05,0.000786,0.000786,0.000808,0.00078,Negative Impact
HEGIC-USD,10-10-2020,00:00:00,12:00 AM,1328231,0.134270996,-0.055108994,-0.055108994,0,0.017235011,0.072344005,0.072344005,0.091789007,0.079162002,0.079162002,0.151506007,0.059717,Negative Impact
LA-USD,03-08-2024,00:00:00,12:00 AM,21344,0.02317,-8.70E-05,-8.70E-05,0,0.000113999,0.000201,0.000201,0.001852,0.023083,0.023083,0.023283999,0.021431999,Negative Impact
BTCB-USD,04-08-2022,00:00:00,12:00 AM,12632108,22842.93945,-222.1542969,-222.1542969,0,329.4160156,551.5703125,551.5703125,685.0605469,22620.78516,22620.78516,23172.35547,22487.29492,Negative Impact
ALICE-USD,24-12-2023,00:00:00,12:00 AM,37518654,1.403427005,0.141440988,0.141440988,0,0.190156937,0.048715949,0.048715949,0.199099898,1.544867992,1.544867992,1.593583941,1.394484043,Positive Impact
RBC-USD,27-10-2024,00:00:00,12:00 AM,108556,0.012679,3.70E-05,3.70E-05,0,0.000139999,0.000103,0.000103,0.000302999,0.012716,0.012716,0.012819,0.012516,Negative Impact
WCFG-USD,23-04-2024,00:00:00,12:00 AM,242606,0.737012029,0.021477997,0.021477997,0,0.054528952,0.033050954,0.033050954,0.054528952,0.758490026,0.758490026,0.79154098,0.737012029,Positive Impact
ROOT28479-USD,09-02-2024,00:00:00,12:00 AM,3589243,0.071148001,0.001456998,0.001456998,0,0.001832999,0.000376001,0.000376001,0.005707003,0.072604999,0.072604999,0.072981,0.067273997,Positive Impact
KDA-USD,24-02-2025,00:00:00,12:00 AM,16350247,0.542714,-0.067871004,-0.067871004,0,0.002641976,0.07051298,0.07051298,0.072904974,0.474842995,0.474842995,0.545355976,0.472451001,Negative Impact
TROY-USD,29-12-2022,00:00:00,12:00 AM,859228,0.00259,3.00E-05,3.00E-05,0,6.80E-05,3.80E-05,3.80E-05,7.90E-05,0.00262,0.00262,0.002658,0.002579,Negative Impact
XRPH-USD,20-07-2024,00:00:00,12:00 AM,181834,0.032917999,-0.000829998,-0.000829998,0,0.000451002,0.001281001,0.001281001,0.002733001,0.032088,0.032088,0.033369001,0.030636,Negative Impact
XVG-USD,26-04-2024,00:00:00,12:00 AM,7706344,0.005752,-0.00031,-0.00031,0,2.00E-06,0.000312,0.000312,0.000332,0.005442,0.005442,0.005754,0.005422,Negative Impact
TRA-USD,19-05-2022,00:00:00,12:00 AM,4632261,2.506861925,-0.126511812,-0.126511812,0,0.167378187,0.293889999,0.293889999,0.473862171,2.380350113,2.380350113,2.674240112,2.200377941,Negative Impact
AOG-USD,13-04-2021,00:00:00,12:00 AM,10006,0.117012002,0.006824002,0.006824002,0,0.008684002,0.00186,0.00186,0.037521005,0.123836003,0.123836003,0.125696003,0.088174999,Positive Impact
RIF-USD,12-03-2019,00:00:00,12:00 AM,97018,0.075687997,0.000775002,0.000775002,0,0.002265006,0.001490004,0.001490004,0.004415005,0.076462999,0.076462999,0.077953003,0.073537998,Positive Impact
GODS-USD,30-10-2022,00:00:00,12:00 AM,39332273,0.320964009,0.008543998,0.008543998,0,0.032380998,0.023837,0.023837,0.032454014,0.329508007,0.329508007,0.353345007,0.320890993,Positive Impact
ZUSD8772-USD,08-08-2023,00:00:00,12:00 AM,135,1.000530005,-0.001433015,-0.001433015,0,0.004536986,0.005970001,0.005970001,0.01007098,0.99909699,0.99909699,1.005066991,0.994996011,Negative Impact
ALPINE-USD,21-05-2022,00:00:00,12:00 AM,21521939,3.705446959,-0.189434052,-0.189434052,0,0.076540947,0.265974998,0.265974998,0.283415794,3.516012907,3.516012907,3.781987906,3.498572111,Negative Impact
EURS-USD,29-12-2023,00:00:00,12:00 AM,2201557,1.103477001,-0.00960505,-0.00960505,0,0.008285046,0.017890096,0.017890096,0.018905044,1.093871951,1.093871951,1.111762047,1.092857003,Negative Impact
UMA-USD,01-12-2021,00:00:00,12:00 AM,44695096,13.01438332,-0.160857201,-0.160857201,0,0.438632965,0.599490166,0.599490166,0.700949669,12.85352612,12.85352612,13.45301628,12.75206661,Negative Impact
WBETH-USD,10-04-2024,00:00:00,12:00 AM,4494822,3627.044189,37.30761719,37.30761719,0,53.30834961,16.00073242,16.00073242,118.8537598,3664.351807,3664.351807,3680.352539,3561.498779,Positive Impact
URO-USD,03-12-2024,00:00:00,12:00 AM,5897850,0.027409,4.60E-05,4.60E-05,0,0.002801999,0.002756,0.002756,0.006594,0.027455,0.027455,0.030211,0.023616999,Negative Impact
QKC-USD,24-01-2022,00:00:00,12:00 AM,2739132,0.013932,-0.000645,-0.000645,0,5.20E-05,0.000697,0.000697,0.001873001,0.013287,0.013287,0.013984,0.012111,Negative Impact
TKS-USD,13-07-2020,00:00:00,12:00 AM,211093892,375.3280494,0,0,0,0,0,0,0,375.659451,375.627867,400.8335999,365.791182,No Impact
WCRO-USD,14-12-2021,00:00:00,12:00 AM,32048356,0.535924017,0.00424701,0.00424701,0,0.008475006,0.004227996,0.004227996,0.020492017,0.540171027,0.540171027,0.544399023,0.523907006,Positive Impact
MKR-USD,19-06-2022,00:00:00,12:00 AM,105115069,733.802002,167.0705566,167.0705566,0,173.0170898,5.946533203,5.946533203,197.2858887,900.8725586,900.8725586,906.8190918,709.5332031,Positive Impact
CRPT-USD,18-08-2022,00:00:00,12:00 AM,262396,0.155780002,0.001005992,0.001005992,0,0.003898993,0.002893001,0.002893001,0.004824996,0.156785995,0.156785995,0.159678996,0.154854,Positive Impact
BOA-USD,21-11-2024,00:00:00,12:00 AM,2135522,0.01311,0.00146,0.00146,0,0.002391,0.000931,0.000931,0.002887,0.01457,0.01457,0.015501,0.012614,Positive Impact
APM-USD,23-12-2021,00:00:00,12:00 AM,147751,0.033792999,-0.000232,-0.000232,0,0.000448,0.00068,0.00068,0.001309,0.033560999,0.033560999,0.034240998,0.032931998,Negative Impact
IDEX-USD,15-10-2022,00:00:00,12:00 AM,9948785,0.055268999,0.002378002,0.002378002,0,0.005210999,0.002832998,0.002832998,0.005847,0.057647001,0.057647001,0.060479999,0.054632999,Positive Impact
JOY-USD,03-07-2023,00:00:00,12:00 AM,9230,0.002036,5.00E-06,5.00E-06,0,4.60E-05,4.10E-05,4.10E-05,6.30E-05,0.002041,0.002041,0.002082,0.002019,Negative Impact
NFE,30-11-2023,14:30:00,2:30 PM,1503000,37.90000153,0.579998016,-0.166221619,0.746219635,0.75,0.170001984,0.916221619,0.810001373,38.47999954,37.73377991,38.65000153,37.84000015,Positive Impact
MTRG-USD,24-02-2024,00:00:00,12:00 AM,262074,2.704746008,0.136944056,0.136944056,0,0.169347048,0.032402992,0.032402992,0.198894024,2.841690063,2.841690063,2.874093056,2.675199032,Positive Impact
HELLO-USD,01-12-2024,00:00:00,12:00 AM,1153659,0.019096,0.000345999,0.000345999,0,0.000533,0.000187,0.000187,0.000692001,0.019441999,0.019441999,0.019629,0.018936999,Positive Impact
SMT11821-USD,09-03-2022,00:00:00,12:00 AM,4031,0.073537,-0.023111999,-0.023111999,0,2.40E-05,0.023135997,0.023135997,0.023611996,0.050425,0.050425,0.073560998,0.049949002,Negative Impact
GOG-USD,02-07-2022,00:00:00,12:00 AM,715163,0.127397999,-0.003671996,-0.003671996,0,0,0.003671996,0.003671996,0.007339001,0.123726003,0.123726003,0.127397999,0.120058998,Negative Impact
KCS-USD,07-07-2021,00:00:00,12:00 AM,99197369,14.28044128,-1.130293846,-1.130293846,0,0.509552956,1.639846802,1.639846802,2.105887413,13.15014744,13.15014744,14.78999424,12.68410683,Negative Impact
CVX-USD,10-07-2023,00:00:00,12:00 AM,4858318,4.040606022,0.02148819,0.02148819,0,0.0779109,0.05642271,0.05642271,0.129798889,4.062094212,4.062094212,4.118516922,3.988718033,Positive Impact
CBETH-USD,10-07-2024,00:00:00,12:00 AM,2402677,3292.506836,44.3034668,44.3034668,0,75.94091797,31.63745117,31.63745117,101.3139648,3336.810303,3336.810303,3368.447754,3267.133789,Positive Impact
CENNZ-USD,29-11-2018,00:00:00,12:00 AM,90017,0.046264,4.90E-05,4.90E-05,0,0.009482998,0.009434,0.009434,0.013432998,0.046312999,0.046312999,0.055746999,0.042314,Negative Impact
AOG-USD,26-08-2022,00:00:00,12:00 AM,41060,0.383118004,-0.001300991,-0.001300991,0,0.001313984,0.002614975,0.002614975,0.002715975,0.381817013,0.381817013,0.384431988,0.381716013,Negative Impact
DAG-USD,25-08-2019,00:00:00,12:00 AM,391023,0.004933,-0.000654,-0.000654,0,9.50E-05,0.000749,0.000749,0.000925,0.004279,0.004279,0.005028,0.004103,Negative Impact
USDT-USD,09-10-2022,00:00:00,12:00 AM,22977760897,1.000077963,8.00E-05,8.00E-05,0,0.00010407,2.41E-05,2.41E-05,0.000118017,1.000157952,1.000157952,1.000182033,1.000064015,Negative Impact
MX-USD,25-05-2021,00:00:00,12:00 AM,32707042,0.951102972,-0.069582999,-0.069582999,0,0.01492703,0.084510028,0.084510028,0.211525023,0.881519973,0.881519973,0.966030002,0.754504979,Negative Impact
COMBO-USD,13-11-2024,00:00:00,12:00 AM,5706682,0.436246991,-0.009406,-0.009406,0,0.016095996,0.025501996,0.025501996,0.048567981,0.426840991,0.426840991,0.452342987,0.403775007,Negative Impact
OGN-USD,12-02-2020,00:00:00,12:00 AM,37426510,0.346130997,-0.022343993,-0.022343993,0,0.051147014,0.073491007,0.073491007,0.094143003,0.323787004,0.323787004,0.397278011,0.303135008,Negative Impact
BADGER-USD,21-06-2022,00:00:00,12:00 AM,10766269,3.27513504,0.114454031,0.114454031,0,0.39704895,0.282594919,0.282594919,0.455696106,3.389589071,3.389589071,3.67218399,3.216487885,Positive Impact
OMG-USD,09-12-2024,00:00:00,12:00 AM,15514603,0.589923978,-0.132844985,-0.132844985,0,0.000734031,0.133579016,0.133579016,0.163103998,0.457078993,0.457078993,0.590658009,0.427554011,Negative Impact
SCRT-USD,27-10-2022,00:00:00,12:00 AM,2195559,0.909726024,-0.008285046,-0.008285046,0,0.012104988,0.020390034,0.020390034,0.025220037,0.901440978,0.901440978,0.921831012,0.896610975,Negative Impact
ELA-USD,31-07-2021,00:00:00,12:00 AM,1440501,2.785759926,0.064011097,0.064011097,0,0.142868996,0.078857899,0.078857899,0.267164946,2.849771023,2.849771023,2.928628922,2.661463976,Positive Impact
LA-USD,28-07-2020,00:00:00,12:00 AM,18443,0.034743998,-0.001902997,-0.001902997,0,0.002440002,0.004342999,0.004342999,0.010975,0.032841001,0.032841001,0.037184,0.026209,Negative Impact
BTG-USD,15-06-2019,00:00:00,12:00 AM,31704526,27.08613777,-0.162708282,-0.162708282,0,0.312547684,0.475255966,0.475255966,0.832717896,26.92342949,26.92342949,27.39868546,26.56596756,Negative Impact
INV-USD,10-05-2023,00:00:00,12:00 AM,109052,34.31953812,-0.409866333,-0.409866333,0,0.405845642,0.815711975,0.815711975,1.49054718,33.90967178,33.90967178,34.72538376,33.23483658,Negative Impact
SAND-USD,26-10-2021,00:00:00,12:00 AM,154672871,0.807220995,0.023754001,0.023754001,0,0.063520014,0.039766014,0.039766014,0.06993103,0.830974996,0.830974996,0.87074101,0.800809979,Positive Impact
BCA-USD,11-10-2022,00:00:00,12:00 AM,143,0.071962997,0.007126004,0.007126004,0,0.015360005,0.008234002,0.008234002,0.015941001,0.079089001,0.079089001,0.087323003,0.071382001,Positive Impact
DEXT-USD,24-12-2023,00:00:00,12:00 AM,160511,0.778850019,-0.002438009,-0.002438009,0,0.008452952,0.010890961,0.010890961,0.02027297,0.77641201,0.77641201,0.787302971,0.767030001,Negative Impact
MDAI-USD,07-03-2025,00:00:00,12:00 AM,0,2.317794085,-0.270418167,-0.270418167,0,0,0.270418167,0.270418167,0.27445507,2.047375917,2.047375917,2.317794085,2.043339014,Negative Impact
TT-USD,09-01-2024,00:00:00,12:00 AM,11333576,0.00499,-0.000486,-0.000486,0,8.00E-05,0.000566,0.000566,0.000648,0.004504,0.004504,0.00507,0.004422,Negative Impact
SNS-USD,30-12-2023,00:00:00,12:00 AM,583497,0.01712,-0.001106,-0.001106,0,0.000143001,0.001249,0.001249,0.001932001,0.016014,0.016014,0.017263001,0.015331,Negative Impact
MNW-USD,27-06-2024,00:00:00,12:00 AM,180763,0.735625029,0.007856965,0.007856965,0,0.025337994,0.017481029,0.017481029,0.036136031,0.743481994,0.743481994,0.760963023,0.724826992,Positive Impact
PSG-USD,06-02-2025,00:00:00,12:00 AM,11483278,2.241875887,-0.020275831,-0.020275831,0,0.159468174,0.179744005,0.179744005,0.193016052,2.221600056,2.221600056,2.401344061,2.208328009,Negative Impact
LRC-USD,06-08-2018,00:00:00,12:00 AM,2628260,0.173908994,-0.006246999,-0.006246999,0,0.007043004,0.013290003,0.013290003,0.017455995,0.167661995,0.167661995,0.180951998,0.163496003,Negative Impact
CHR-USD,30-10-2024,00:00:00,12:00 AM,6170786,0.175647005,-0.003981009,-0.003981009,0,0.000785992,0.004767001,0.004767001,0.006897002,0.171665996,0.171665996,0.176432997,0.169535995,Negative Impact
ETH-USD,12-11-2021,00:00:00,12:00 AM,18316060208,4724.306641,-57.19140625,-57.19140625,0,84.43212891,141.6235352,141.6235352,297.8183594,4667.115234,4667.115234,4808.73877,4510.92041,Negative Impact
XVG-USD,29-08-2023,00:00:00,12:00 AM,9458914,0.003429,0.000257,0.000257,0,0.000305,4.80E-05,4.80E-05,0.000404,0.003686,0.003686,0.003734,0.00333,Positive Impact
WETH-USD,21-05-2018,00:00:00,12:00 AM,407537,722.3610229,-23.41802979,-23.41802979,0,6.174987793,29.59301758,29.59301758,31.45098877,698.9429932,698.9429932,728.5360107,697.085022,Negative Impact
NBLU-USD,10-07-2024,00:00:00,12:00 AM,80489,0.002544,0,0,0,4.00E-06,4.00E-06,4.00E-06,1.60E-05,0.002544,0.002544,0.002548,0.002532,No Impact
CTXC-USD,09-11-2018,00:00:00,12:00 AM,2340270,0.299281001,-0.000153989,-0.000153989,0,0.005773991,0.00592798,0.00592798,0.007207006,0.299127012,0.299127012,0.305054992,0.297847986,Negative Impact
ALEPH-USD,24-08-2023,00:00:00,12:00 AM,77971,0.078997001,-0.001569003,-0.001569003,0,0.000216,0.001785003,0.001785003,0.002072997,0.077427998,0.077427998,0.079213001,0.077140003,Negative Impact
MOON7396-USD,02-07-2021,00:00:00,12:00 AM,0,0.055571001,0.001803998,0.001803998,0,0.001910999,0.000107002,0.000107002,0.002998002,0.057374999,0.057374999,0.057482,0.054483999,Positive Impact
GRIN-USD,06-07-2020,00:00:00,12:00 AM,7088555,0.403237998,0.028041989,0.028041989,0,0.03301999,0.004978001,0.004978001,0.033583999,0.431279987,0.431279987,0.436257988,0.40267399,Positive Impact
HEGIC-USD,22-11-2022,00:00:00,12:00 AM,504868,0.011733,0.002652,0.002652,0,0.003181,0.000529001,0.000529001,0.00336,0.014385,0.014385,0.014914,0.011554,Positive Impact
RETARDIO-USD,07-11-2024,00:00:00,12:00 AM,6107631,0.227522999,-0.004290998,-0.004290998,0,0.014559999,0.018850997,0.018850997,0.033782005,0.223232001,0.223232001,0.242082998,0.208300993,Negative Impact
APT21794-USD,18-01-2025,00:00:00,12:00 AM,267349282,9.759819984,-0.439745903,-0.439745903,0,0.101943016,0.541688919,0.541688919,0.791610718,9.320074081,9.320074081,9.861763,9.070152283,Negative Impact
KLV-USD,04-10-2024,00:00:00,12:00 AM,676015,0.001747,-1.50E-05,-1.50E-05,0,3.20E-05,4.70E-05,4.70E-05,5.40E-05,0.001732,0.001732,0.001779,0.001725,Negative Impact
KRL-USD,24-07-2020,00:00:00,12:00 AM,17997,0.104911998,0.000505,0.000505,0,0.001754999,0.001249999,0.001249999,0.003807999,0.105416998,0.105416998,0.106666997,0.102858998,Positive Impact
KDA-USD,27-04-2022,00:00:00,12:00 AM,33452164,4.617205143,0.071244717,0.071244717,0,0.214924812,0.143680096,0.143680096,0.242990017,4.68844986,4.68844986,4.832129955,4.589139938,Positive Impact
FIO-USD,29-10-2020,00:00:00,12:00 AM,1066885,0.077895001,-0.00169,-0.00169,0,0.002852999,0.004542999,0.004542999,0.004791997,0.076205,0.076205,0.080747999,0.075956002,Negative Impact
UFI-USD,17-10-2024,00:00:00,12:00 AM,55302,0.053924002,-0.003007002,-0.003007002,0,0.000275999,0.003283001,0.003283001,0.006590001,0.050917,0.050917,0.054200001,0.04761,Negative Impact
KEY-USD,09-08-2024,00:00:00,12:00 AM,1860600,0.004408,-0.000108,-0.000108,0,7.00E-06,0.000115,0.000115,0.000195,0.0043,0.0043,0.004415,0.00422,Negative Impact
TARA-USD,20-08-2023,00:00:00,12:00 AM,1099532,0.006946,-0.000442,-0.000442,0,5.90E-05,0.000501,0.000501,0.000781,0.006504,0.006504,0.007005,0.006224,Negative Impact
CVC-USD,26-11-2017,00:00:00,12:00 AM,3359780,0.339769989,0.006173998,0.006173998,0,0.014109999,0.007936001,0.007936001,0.029342979,0.345943987,0.345943987,0.353879988,0.324537009,Positive Impact
IDEX-USD,28-10-2021,00:00:00,12:00 AM,39938777,0.238281995,-0.000435993,-0.000435993,0,0.021322995,0.021758988,0.021758988,0.031153992,0.237846002,0.237846002,0.25960499,0.228450999,Negative Impact
BCD-USD,08-11-2022,00:00:00,12:00 AM,301763,0.161118001,-0.011460006,-0.011460006,0,0.002240002,0.013700008,0.013700008,0.015525997,0.149657995,0.149657995,0.163358003,0.147832006,Negative Impact
AMPL-USD,03-03-2022,00:00:00,12:00 AM,4282524,1.058171988,-0.098652005,-0.098652005,0,0.002748966,0.101400971,0.101400971,0.110537946,0.959519982,0.959519982,1.060920954,0.950383008,Negative Impact
GLQ-USD,23-10-2024,00:00:00,12:00 AM,737852,0.081664003,-0.001257002,-0.001257002,0,0.000372998,0.001630001,0.001630001,0.005548999,0.080407001,0.080407001,0.082037002,0.076488003,Negative Impact
STORJ-USD,07-12-2020,00:00:00,12:00 AM,10635322,0.355549008,-0.002323002,-0.002323002,0,0.003663987,0.005986989,0.005986989,0.01492098,0.353226006,0.353226006,0.359212995,0.344292015,Negative Impact
NOW-USD,29-03-2022,00:00:00,12:00 AM,9880,0.142193004,-0.038374007,-0.038374007,0,0.001166001,0.039540008,0.039540008,0.048191004,0.103818998,0.103818998,0.143359005,0.095168002,Negative Impact
SPC-USD,02-07-2023,00:00:00,12:00 AM,16541,0.018743999,0.001692001,0.001692001,0,0.001747001,5.50E-05,5.50E-05,0.001806,0.020436,0.020436,0.020491,0.018685,Positive Impact
MDAO18913-USD,16-11-2024,00:00:00,12:00 AM,188540,0.066751003,-0.000589006,-0.000589006,0,0.001087993,0.001676999,0.001676999,0.001676999,0.066161998,0.066161998,0.067838997,0.066161998,Negative Impact
VMI,06-09-2019,13:30:00,1:30 PM,130300,139.1399994,-0.580001831,-8.084991455,7.504989624,0.710006714,1.290008545,8.794998169,2.660003662,138.5599976,131.0550079,139.8500061,137.1900024,Negative Impact
QI9288-USD,22-02-2023,00:00:00,12:00 AM,8287687,0.01163,-0.000109999,-0.000109999,0,0.000145,0.000255,0.000255,0.000787,0.01152,0.01152,0.011775,0.010988,Negative Impact
CAS-USD,27-04-2024,00:00:00,12:00 AM,56122,0.003412,5.90E-05,5.90E-05,0,0.000389,0.00033,0.00033,0.000418,0.003471,0.003471,0.003801,0.003383,Negative Impact
DEGO-USD,02-08-2021,00:00:00,12:00 AM,65004868,10.40237522,-0.574375153,-0.574375153,0,0.231716156,0.806091309,0.806091309,0.925463676,9.828000069,9.828000069,10.63409138,9.708627701,Negative Impact
WAXP-USD,01-01-2019,00:00:00,12:00 AM,206812,0.037884999,0.000952002,0.000952002,0,0.001119003,0.000167001,0.000167001,0.001698002,0.038837001,0.038837001,0.039004002,0.037306,Positive Impact
DESO-USD,20-01-2025,00:00:00,12:00 AM,1039786,10.12462521,1.247164726,1.247164726,0,1.5871315,0.339966774,0.339966774,1.825632095,11.37178993,11.37178993,11.71175671,9.886124611,Positive Impact
USDT-USD,21-11-2021,00:00:00,12:00 AM,69057268195,0.999638021,0.001234949,0.001234949,0,0.002361,0.001126051,0.001126051,0.003904998,1.00087297,1.00087297,1.001999021,0.998094022,Positive Impact
NMC-USD,16-08-2022,00:00:00,12:00 AM,5115,1.097777963,-0.052163005,-0.052163005,0,0.011499047,0.063662052,0.063662052,0.066253066,1.045614958,1.045614958,1.10927701,1.043023944,Negative Impact
